geometry,building,name,name:en,addr:city,addr:housenumber,addr:postcode,addr:street,phone,website,building:levels,building:use,addr:country,office,addr:housename,alt_name,designation,int_name,old_name,source,wikidata,height,layer,residential,addr:district,wheelchair,amenity,toilets:wheelchair,created_by,landuse,description,note,operator,operator:wikidata,operator:wikipedia,power,ref,start_date,substation,voltage,name:mr,shop,brand,brand:wikidata,brand:wikipedia,tourism,fax,smoking,religion,leisure,name:etymology:wikidata,addr:place,ele,denomination,aeroway,man_made,addr:unit,addr:full,addr:state,name:ur,content,building:material,addr:subdistrict,architect,emergency,healthcare,level,government,opening_hours,sport,guest_house,internet_access,internet_access:fee,healthcare:speciality,not:operator:wikidata,atm,branch,drive_through,short_name,historic,historic:civilization,building:levels:underground,parking,floor,contact:phone,indoor_seating,outdoor_seating,self_service,industrial,amenity_1,nohousenumber,fast_food,alt_name:en,cuisine,diet:local,diet:non-vegetarian,diet:vegetarian,name:hi,roof:material,email,area,wikimedia_commons,ref:colour,building:colour,house,brand:short,operator:short,craft,telecom,brewery,min_age,type,rooms,Latitude,Longitude,Region
"POLYGON ((79.042528 21.164718, 79.042464 21.164665, 79.042523 21.164603, 79.042518 21.164518, 79.042604 21.164514, 79.042668 21.16445, 79.04273 21.164504, 79.042823 21.164496, 79.042831 21.164577, 79.042902 21.164642, 79.042839 21.1647, 79.042841 21.164788, 79.04275 21.16479, 79.042695 21.164854, 79.042625 21.164802, 79.042532 21.164805, 79.042528 21.164718))",yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.16465212708703,79.0426812088435,West
"POLYGON ((79.041967 21.16323, 79.041929 21.163088, 79.042212 21.163021, 79.042258 21.16319, 79.042196 21.163205, 79.042176 21.163181, 79.041967 21.16323))",yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.16312832011862,79.04209544255751,West
"POLYGON ((79.047033 21.165291, 79.047054 21.165143, 79.047355 21.16518, 79.047334 21.165329, 79.047033 21.165291))",yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.165235600054178,79.04719399997987,West
"POLYGON ((79.048178 21.165636, 79.048272 21.16565, 79.0483 21.165473, 79.048471 21.165496, 79.048487 21.165513, 79.048729 21.165546, 79.048747 21.165433, 79.048688 21.165424, 79.048695 21.165381, 79.04866 21.165376, 79.048652 21.165423, 79.048539 21.165407, 79.048542 21.165386, 79.048494 21.165379, 79.048492 21.165396, 79.048194 21.165354, 79.048183 21.165422, 79.048211 21.165426, 79.048178 21.165636))",yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.165470008732296,79.04842693450337,West
"POLYGON ((79.049316 21.165759, 79.049437 21.165776, 79.049482 21.165495, 79.04919 21.165455, 79.049193 21.165434, 79.049155 21.165429, 79.049152 21.165449, 79.049036 21.165433, 79.049043 21.165392, 79.048938 21.165377, 79.048922 21.165476, 79.04895 21.16548, 79.048943 21.165528, 79.049345 21.165584, 79.049316 21.165759))",yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.165546707126573,79.04923993691182,West
"POLYGON ((79.048719 21.165651, 79.048908 21.165679, 79.048928 21.165564, 79.048738 21.165537, 79.048719 21.165651))",yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.165607704637168,79.04882332217721,West
"POLYGON ((79.048338 21.166958, 79.048315 21.166874, 79.048394 21.166855, 79.048405 21.166894, 79.048415 21.166895, 79.048426 21.166936, 79.048338 21.166958))",yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.16690695152992,79.04836895358541,West
"POLYGON ((79.049269 21.167186, 79.049272 21.167133, 79.049348 21.167137, 79.049344 21.16719, 79.049269 21.167186))",yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.167161300002643,79.04930814999946,West
"POLYGON ((79.051652 21.167136, 79.051671 21.167117, 79.051654 21.167102, 79.051672 21.167085, 79.05169 21.167085, 79.05171 21.167058, 79.051708 21.167052, 79.051727 21.167035, 79.051702 21.16701, 79.051683 21.167027, 79.051665 21.167009, 79.051648 21.167024, 79.051651 21.167031, 79.05164 21.167042, 79.051629 21.167032, 79.051606 21.167055, 79.051622 21.16707, 79.051602 21.16709, 79.051652 21.167136))",yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.167064935386968,79.0516599985811,West
"POLYGON ((79.052308 21.168333, 79.052942 21.168344, 79.052946 21.168149, 79.052311 21.168138, 79.052308 21.168333))",yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.168240778334035,79.05262680159927,West
"POLYGON ((79.052424 21.168884, 79.052518 21.168885, 79.05252 21.168712, 79.052426 21.168711, 79.052424 21.168884))",yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.168797684670896,79.05247197520887,West
"POLYGON ((79.052599 21.169032, 79.052952 21.169035, 79.052958 21.168451, 79.052605 21.168448, 79.052599 21.169032))",yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.168741497544502,79.0527788554299,West
"POLYGON ((79.052316 21.169138, 79.052317 21.169087, 79.052556 21.169087, 79.052556 21.169138, 79.052316 21.169138))",yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.169112151810975,79.05243637495943,West
"POLYGON ((79.052145 21.169468, 79.052303 21.169468, 79.052303 21.169371, 79.052145 21.169371, 79.052145 21.169468))",yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.16941950001322,79.05222414999801,West
"POLYGON ((79.05318 21.168919, 79.053089 21.168919, 79.053089 21.168884, 79.053057 21.168883, 79.053059 21.168572, 79.05317 21.168573, 79.053183 21.16859, 79.053182 21.168652, 79.053237 21.168653, 79.053236 21.168697, 79.053249 21.168698, 79.05325 21.168635, 79.053386 21.168637, 79.05338 21.168984, 79.053268 21.168982, 79.053255 21.168942, 79.053256 21.168847, 79.053181 21.168847, 79.05318 21.168919))",yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.168772162342478,79.05322211885246,West
"POLYGON ((79.055347 21.168084, 79.055632 21.16812, 79.055656 21.167959, 79.05537 21.167922, 79.05536 21.167991, 79.055347 21.168084))",yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.168021370844183,79.05550127491338,West
"POLYGON ((79.056425 21.170199, 79.056512 21.170202, 79.056516 21.17008, 79.05643 21.170077, 79.056425 21.170199))",yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.170139249997483,79.05647080000116,West
"POLYGON ((79.05633 21.170038, 79.056418 21.170044, 79.056423 21.169986, 79.056335 21.16998, 79.05633 21.170038))",yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.17001165542724,79.05637657366645,West
"POLYGON ((79.056709 21.170403, 79.05676 21.170407, 79.056766 21.170329, 79.056777 21.17033, 79.056778 21.170314, 79.056717 21.17031, 79.056709 21.170403))",yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.170357020495526,79.05673933403375,West
"POLYGON ((79.056771 21.1704, 79.056817 21.170405, 79.056826 21.170329, 79.056791 21.170325, 79.05678 21.170328, 79.056771 21.1704))",yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.170364590009005,79.05679879849792,West
"POLYGON ((79.056503 21.170391, 79.056612 21.170411, 79.05663 21.170324, 79.056521 21.170304, 79.056503 21.170391))",yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.17035734393045,79.05656642819204,West
"POLYGON ((79.056658 21.170743, 79.056727 21.170751, 79.056735 21.170685, 79.056667 21.170677, 79.056658 21.170743))",yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.17071414217131,79.05669677700818,West
"POLYGON ((79.05664 21.170842, 79.056696 21.170856, 79.056706 21.170819, 79.05665 21.170805, 79.05664 21.170842))",yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.17083060000159,79.05667299999934,West
"POLYGON ((79.056258 21.171419, 79.056437 21.1714, 79.056432 21.171363, 79.05642 21.171354, 79.056252 21.171372, 79.056258 21.171419))",yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.17138594681649,79.0563441637072,West
"POLYGON ((79.056372 21.171877, 79.056482 21.171867, 79.056472 21.171764, 79.056362 21.171773, 79.056372 21.171877))",yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.171820200003115,79.05642204999884,West
"POLYGON ((79.055608 21.172051, 79.055658 21.172034, 79.055642 21.171991, 79.055591 21.172008, 79.055608 21.172051))",yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.17202075000122,79.0556247499998,West
"POLYGON ((79.054972 21.171675, 79.055057 21.171671, 79.055054 21.171621, 79.054969 21.171625, 79.054971 21.171646, 79.054972 21.171675))",yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.171648049939574,79.05501335336237,West
"POLYGON ((79.054959 21.171902, 79.055096 21.171887, 79.05509 21.171842, 79.054953 21.171858, 79.054959 21.171902))",yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.17187234768775,79.05502432173148,West
"POLYGON ((79.054402 21.17186, 79.05447 21.171854, 79.054459 21.171754, 79.054391 21.17176, 79.054402 21.17186))",yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.171807023167315,79.05443060547448,West
"POLYGON ((79.05413 21.171708, 79.054139 21.171645, 79.054228 21.171657, 79.054219 21.17172, 79.05413 21.171708))",yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.17168262252396,79.05417893853532,West
"POLYGON ((79.053214 21.171912, 79.053294 21.171901, 79.053273 21.171768, 79.053209 21.171776, 79.053197 21.171807, 79.053214 21.171912))",yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.17184101262522,79.05324410560961,West
"POLYGON ((79.053322 21.171766, 79.053458 21.171741, 79.053442 21.171668, 79.053411 21.171674, 79.053403 21.171636, 79.053286 21.171658, 79.05329 21.171676, 79.053305 21.171685, 79.053322 21.171766))",yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.17170150008128,79.05337279214811,West
"POLYGON ((79.052543 21.171169, 79.052971 21.171232, 79.052991 21.171116, 79.05266 21.171067, 79.052674 21.170985, 79.052629 21.170978, 79.052615 21.171062, 79.052562 21.171054, 79.052543 21.171169))",yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.171134272136335,79.05275861316859,West
"POLYGON ((79.052699 21.170739, 79.052805 21.170757, 79.05289 21.170701, 79.052913 21.170601, 79.052853 21.170526, 79.052748 21.170509, 79.052659 21.170562, 79.052636 21.170662, 79.052699 21.170739))",yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.17063238708539,79.05277476616797,West
"POLYGON ((79.051092 21.170386, 79.051096 21.170369, 79.051092 21.170363, 79.051094 21.170346, 79.051082 21.170345, 79.051089 21.170299, 79.051101 21.1703, 79.051107 21.170262, 79.051524 21.170318, 79.051526 21.170304, 79.0516 21.170314, 79.051598 21.170331, 79.051693 21.170344, 79.051682 21.170413, 79.051669 21.170481, 79.051238 21.170409, 79.051246 21.170368, 79.051207 21.170361, 79.051199 21.170404, 79.051092 21.170386))",yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.17036682249304,79.05139931855982,West
"POLYGON ((79.052349 21.170069, 79.052604 21.170172, 79.052784 21.169784, 79.05253 21.169681, 79.052349 21.170069))",yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.169926291781834,79.05256657055763,West
"POLYGON ((79.052863 21.170174, 79.052884 21.16992, 79.053344 21.169954, 79.053323 21.170207, 79.052863 21.170174))",yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.1700638046081,79.0531038735092,West
"POLYGON ((79.051328 21.169905, 79.051598 21.170014, 79.051774 21.169632, 79.05177 21.169608, 79.051511 21.169505, 79.051328 21.169905))",yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.169759482591363,79.05155455055782,West
"POLYGON ((79.052659 21.167398, 79.052704 21.167494, 79.052987 21.167378, 79.052942 21.167282, 79.052659 21.167398))",yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.167388201115976,79.05282326552286,West
"POLYGON ((79.051142 21.166569, 79.051576 21.166637, 79.051553 21.166763, 79.05112 21.166695, 79.051142 21.166569))",yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.166666320323156,79.05134757213446,West
"POLYGON ((79.048957 21.167029, 79.048954 21.167005, 79.04895 21.166998, 79.048947 21.166983, 79.048954 21.166978, 79.048951 21.166952, 79.04908 21.166937, 79.049087 21.16699, 79.049072 21.166992, 79.049079 21.167042, 79.049067 21.167034, 79.049017 21.167039, 79.049008 21.167025, 79.048957 21.167029))",yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.16698721823215,79.04901930748892,West
"POLYGON ((79.048 21.167598, 79.048108 21.167571, 79.048083 21.167486, 79.047975 21.167513, 79.048 21.167598))",yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.167541915253874,79.04804143011698,West
"POLYGON ((79.047772 21.167597, 79.047874 21.16757, 79.047853 21.167502, 79.047806 21.167514, 79.047798 21.167504, 79.047748 21.167517, 79.047772 21.167597))",yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.167546674231293,79.04780993205316,West
"POLYGON ((79.047966 21.167837, 79.048008 21.167826, 79.047988 21.167758, 79.047946 21.167769, 79.047966 21.167837))",yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.167797720183856,79.04797680375468,West
"POLYGON ((79.047943 21.167965, 79.04802 21.167957, 79.048011 21.167894, 79.047934 21.167902, 79.047943 21.167965))",yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.16792950660155,79.04797702702784,West
"POLYGON ((79.047898 21.167944, 79.047928 21.167941, 79.047924 21.167906, 79.047893 21.167909, 79.047898 21.167944))",yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.167925000000054,79.0479106999998,West
"POLYGON ((79.047682 21.168226, 79.047748 21.168211, 79.047743 21.16819, 79.047749 21.168187, 79.047743 21.168162, 79.047676 21.168175, 79.04768 21.168191, 79.047674 21.168195, 79.047682 21.168226))",yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.168193678338348,79.04771157148758,West
"POLYGON ((79.047359 21.168449, 79.047309 21.168442, 79.047321 21.168364, 79.047389 21.168373, 79.047388 21.16838, 79.047434 21.168387, 79.047432 21.168403, 79.047438 21.168408, 79.047438 21.168423, 79.047426 21.168431, 79.047421 21.168465, 79.04736 21.168457, 79.047359 21.168449))",yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.168414073946895,79.04737262347021,West
"POLYGON ((79.047456 21.168458, 79.047509 21.16848, 79.047546 21.1684, 79.047492 21.168379, 79.047456 21.168458))",yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.168429200000467,79.04750060000426,West
"POLYGON ((79.047546 21.168492, 79.047573 21.168503, 79.047599 21.168514, 79.047637 21.168436, 79.047584 21.168413, 79.047546 21.168492))",yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.16846362823483,79.04759149287243,West
"POLYGON ((79.047671 21.168513, 79.047737 21.168545, 79.047798 21.168436, 79.047765 21.16842, 79.047749 21.168432, 79.047723 21.168419, 79.047671 21.168513))",yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.16847813125876,79.04773373491888,West
"POLYGON ((79.047252 21.168855, 79.047198 21.168795, 79.04733 21.16869, 79.047385 21.16875, 79.047252 21.168855))",yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.168772945507172,79.04729113548383,West
"POLYGON ((79.047259 21.16886, 79.047287 21.168887, 79.047397 21.16879, 79.04737 21.168763, 79.047259 21.16886))",yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.168825100008775,79.0473282500186,West
"POLYGON ((79.047174 21.169417, 79.047246 21.169365, 79.047168 21.16927, 79.047207 21.169242, 79.047289 21.169342, 79.047369 21.169284, 79.047251 21.169142, 79.047216 21.169167, 79.047206 21.169163, 79.047055 21.169272, 79.047174 21.169417))",yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.169273547687123,79.04720917685628,West
"POLYGON ((79.046286 21.169469, 79.046326 21.169593, 79.046278 21.169607, 79.046235 21.169612, 79.046226 21.169605, 79.046191 21.169496, 79.046286 21.169469))",yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.16954343624865,79.04625859125194,West
"POLYGON ((79.045379 21.16943, 79.045452 21.169408, 79.045419 21.169312, 79.045346 21.169333, 79.045379 21.16943))",yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.16937054999981,79.04539909999583,West
"POLYGON ((79.045279 21.169496, 79.045364 21.169474, 79.045315 21.169312, 79.045229 21.169334, 79.045279 21.169496))",yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.16940394999293,79.04529689998672,West
"POLYGON ((79.044996 21.169492, 79.045081 21.169473, 79.04505 21.169356, 79.044963 21.169375, 79.044978 21.169431, 79.04501 21.169423, 79.04502 21.169438, 79.045004 21.169447, 79.044984 21.169447, 79.044996 21.169492))",yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.169422742464487,79.04502380015764,West
"POLYGON ((79.044604 21.169976, 79.044584 21.169922, 79.044674 21.169892, 79.044694 21.169946, 79.044604 21.169976))",yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.169934019244533,79.04463901156328,West
"POLYGON ((79.044657 21.170566, 79.044769 21.170531, 79.044702 21.170344, 79.04459 21.170379, 79.044657 21.170566))",yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.170454680845282,79.04467944705775,West
